politician,speech_id,n_chars,self_sim,threshold,is_outlier
spadolini,52529.0,485,0.11577081546159206,0.5937424013789996,True
spadolini,44489.0,566,0.11577081546159208,0.5937424013789996,True
spadolini,79632.0,53,0.11577081546159208,0.5937424013789996,True
letta,233483.0,14043,0.11875196912227466,0.6610842185581081,True
d'alema,121691.0,1361,0.11981586490364442,0.6541717992406154,True
prodi,102797.0,3276,0.12092196831444765,0.5494158906605255,True
d'alema,144298.0,753,0.12176819631971304,0.6541717992406154,True
meloni,,6206,0.12280942564088428,0.5394966071212911,True
ciampi,218726.0,43,0.12488186923669016,0.5154356082000339,True
goria,39004.0,1238,0.12667663115377079,0.4647971470165935,True
amato,147136.0,2047,0.1286452596718777,0.6958575793325631,True
dini,85310.0,1743,0.13008700149120872,0.5438047711838553,True
berlusconi,17074.0,1546,0.13015263203455463,0.5774101407240816,True
berlusconi,107005.0,5217,0.13142255165183372,0.5774101407240816,True
craxi,27249.0,1806,0.13935198324028483,0.21399311836283857,True
amato,151889.0,22470,0.14031907832706822,0.6958575793325631,True
spadolini,12838.0,1011,0.14104658848524515,0.5937424013789996,True
spadolini,42385.0,87,0.14104658848524518,0.5937424013789996,True
cossiga,119008.0,395,0.14430227624906164,0.3336167313739806,True
cossiga,102948.0,87,0.14430227624906167,0.3336167313739806,True
cossiga,245869.0,1231,0.1443022762490617,0.3336167313739806,True
craxi,35607.0,1727,0.14515224614864347,0.21399311836283857,True
craxi,26835.0,1916,0.1451522461486435,0.21399311836283857,True
cossiga,44388.0,188,0.14699581356744493,0.3336167313739806,True
cossiga,107647.0,647,0.14699581356744493,0.3336167313739806,True
cossiga,116156.0,161,0.14699581356744493,0.3336167313739806,True
cossiga,116242.0,539,0.14699581356744493,0.3336167313739806,True
cossiga,144319.0,188,0.14699581356744493,0.3336167\textbf{}313739806,True
cossiga,157846.0,377,0.14699581356744493,0.3336167313739806,True
cossiga,206103.0,1160,0.14699581356744493,0.3336167313739806,True
cossiga,105433.0,539,0.14699581356744493,0.3336167313739806,True
cossiga,129584.0,431,0.14699581356744496,0.3336167313739806,True
cossiga,144326.0,215,0.14699581356744496,0.3336167313739806,True
degasperi,432.0,2183,0.14794772472765222,0.47938160068583846,True
dini,105171.0,6814,0.14899939612095126,0.5438047711838553,True
draghi,321807.0,23961,0.15178559765811442,0.8241737423300463,True
craxi,23993.0,3436,0.15587483541171032,0.21399311836283857,True
amato,158816.0,7078,0.15777694051536062,0.6958575793325631,True
cossiga,149045.0,1340,0.16132427001812252,0.3336167313739806,True
berlusconi,115306.0,327,0.16263940096977658,0.5774101407240816,True
prodi,90579.0,5276,0.16408083312148988,0.5494158906605255,True
spadolini,52665.0,690,0.1664944320396108,0.5937424013789996,True
amato,267200.0,11475,0.16763225109247146,0.6958575793325631,True
cossiga,105561.0,1529,0.16789476843164275,0.3336167313739806,True
cossiga,93350.0,31338,0.16834107213140861,0.3336167313739806,True
prodi,83115.0,1888,0.17007957319011846,0.5494158906605255,True
ciampi,129586.0,111,0.17363004377087585,0.5154356082000339,True
craxi,39292.0,439,0.1752161444907769,0.21399311836283857,True
craxi,8614.0,1715,0.17521614449077694,0.21399311836283857,True
craxi,29797.0,219,0.17521614449077694,0.21399311836283857,True
craxi,32272.0,351,0.17521614449077694,0.21399311836283857,True
d'alema,72834.0,4195,0.17765395125481043,0.6541717992406154,True
berlusconi,116242.0,1399,0.1902955007406602,0.5774101407240816,True
prodi,346793.0,23291,0.19300452329766488,0.5494158906605255,True
andreotti,45050.0,7816,0.20063324882593425,0.5949400521546582,True
meloni,,2952,0.2007525934733551,0.5394966071212911,True
monti,159582.0,16391,0.20170446993759922,0.6883838247262372,True
letta,310471.0,1416,0.21143507666396058,0.6610842185581081,True
letta,117838.0,6548,0.21160142291002693,0.6610842185581081,True
ciampi,147143.0,9807,0.21321530993789595,0.5154356082000339,True
de mita,141490.0,403,0.2156504909873428,0.6566228235722846,True
prodi,105800.0,16899,0.22141975097286756,0.5494158906605255,True
meloni,,9012,0.22172957913169047,0.5394966071212911,True
amato,456127.0,224,0.22472157794118605,0.6958575793325631,True
berlusconi,193438.0,168,0.2294498385867559,0.5774101407240816,True
amato,161379.0,42137,0.2324074491175375,0.6958575793325631,True
draghi,329983.0,218,0.23408432929628234,0.8241737423300463,True
degasperi,434.0,455,0.2411522058595123,0.47938160068583846,True
prodi,205347.0,153,0.25066316267100497,0.5494158906605255,True
renzi,158966.0,537,0.25242047697952735,0.6171134762943974,True
berlusconi,229245.0,1293,0.2560333892012444,0.5774101407240816,True
cossiga,46933.0,255,0.2571328791910372,0.3336167313739806,True
prodi,206259.0,263,0.2581863993344229,0.5494158906605255,True
berlusconi,223485.0,4402,0.2605110616037106,0.5774101407240816,True
meloni,,6024,0.2606316969035002,0.5394966071212911,True
letta,135108.0,532,0.266168653619662,0.6610842185581081,True
degasperi,79.0,291,0.26863262593950316,0.47938160068583846,True
dini,117274.0,3838,0.26864208158773334,0.5438047711838553,True
berlusconi,161304.0,307,0.27402824374152696,0.5774101407240816,True
degasperi,394.0,721,0.2761644809377566,0.47938160068583846,True
degasperi,443.0,359,0.28065646842126285,0.47938160068583846,True
berlusconi,81806.0,2550,0.28327528770123406,0.5774101407240816,True
prodi,82028.0,278,0.28464236912240304,0.5494158906605255,True
amato,364359.0,7592,0.28611166102012875,0.6958575793325631,True
renzi,680563.0,300,0.28694871071657707,0.6171134762943974,True
degasperi,83.0,264,0.2889046424093635,0.47938160068583846,True
berlusconi,261731.0,330,0.29062611340389227,0.5774101407240816,True
andreotti,45826.0,9701,0.292520198035081,0.5949400521546582,True
cossiga,155773.0,1979,0.297821141377815,0.3336167313739806,True
conte,562042.0,387,0.29846372020324224,0.41487603651783356,True
prodi,222335.0,332,0.2986420141383642,0.5494158906605255,True
degasperi,188.0,761,0.30221315930520903,0.47938160068583846,True
degasperi,437.0,594,0.30363197300819655,0.47938160068583846,True
dini,294934.0,242,0.3062088335993985,0.5438047711838553,True
berlusconi,139901.0,647,0.30729781714002896,0.5774101407240816,True
de mita,25851.0,1023,0.3102923110630726,0.6566228235722846,True
leone,100384.0,455,0.3131288334347098,0.48186183201515875,True
prodi,487423.0,44949,0.31333974968955,0.5494158906605255,True
dini,224340.0,244,0.31556080036688916,0.5438047711838553,True
amato,159582.0,5094,0.3162090792683298,0.6958575793325631,True
de mita,45818.0,9196,0.3190688490576491,0.6566228235722846,True
prodi,237292.0,283,0.3194144388291468,0.5494158906605255,True
conte,782769.0,364,0.323662111534587,0.41487603651783356,True
dini,95016.0,3100,0.3263403955513109,0.5438047711838553,True
berlusconi,163615.0,10878,0.32780099610151625,0.5774101407240816,True
prodi,236970.0,239,0.3299215535422423,0.5494158906605255,True
berlusconi,69896.0,512,0.3327104849259665,0.5774101407240816,True
berlusconi,76575.0,6011,0.3348907878795169,0.5774101407240816,True
amato,305587.0,24097,0.3354542424402299,0.6958575793325631,True
de mita,43012.0,687,0.33753167744080714,0.6566228235722846,True
spadolini,9977.0,543,0.33933238738924626,0.5937424013789996,True
dini,94727.0,1739,0.339883416382723,0.5438047711838553,True
ciampi,133744.0,1234,0.34357075637732687,0.5154356082000339,True
degasperi,408.0,632,0.344148396126219,0.47938160068583846,True
berlusconi,129463.0,380,0.3480639609533177,0.5774101407240816,True
degasperi,194.0,456,0.35338364557828733,0.47938160068583846,True
andreotti,159004.0,4694,0.35567602296265927,0.5949400521546582,True
letta,121788.0,816,0.3585447954790655,0.6610842185581081,True
andreotti,75055.0,797,0.3609095704186478,0.5949400521546582,True
degasperi,102.0,643,0.3609433067293972,0.47938160068583846,True
d'alema,137549.0,12738,0.36370040834853656,0.6541717992406154,True
dini,128219.0,683,0.3638531774723836,0.5438047711838553,True
prodi,241595.0,576,0.36431339600991286,0.5494158906605255,True
d'alema,116244.0,2231,0.3746918029904457,0.6541717992406154,True
d'alema,110194.0,16508,0.3764530887514537,0.6541717992406154,True
degasperi,453.0,403,0.37701745964311667,0.47938160068583846,True
prodi,100401.0,12126,0.3772274946507335,0.5494158906605255,True
degasperi,220.0,366,0.37813297504446586,0.47938160068583846,True
amato,226398.0,1433,0.381612469776184,0.6958575793325631,True
amato,159719.0,634,0.3853280220642029,0.6958575793325631,True
degasperi,407.0,700,0.3869326022240718,0.47938160068583846,True
dini,98842.0,763,0.38832633700921604,0.5438047711838553,True
d'alema,111959.0,8877,0.39079520790422767,0.6541717992406154,True
d'alema,126114.0,8805,0.39112901585467486,0.6541717992406154,True
degasperi,237.0,1042,0.3924322463864338,0.47938160068583846,True
berlusconi,105433.0,322,0.3927838009792238,0.5774101407240816,True
andreotti,110192.0,7448,0.3932136194080329,0.5949400521546582,True
prodi,219002.0,294,0.39470620847598037,0.5494158906605255,True
d'alema,209097.0,1434,0.3950240388166382,0.6541717992406154,True
berlusconi,140911.0,529,0.3956311002343425,0.5774101407240816,True
prodi,118852.0,5109,0.3963081138730335,0.5494158906605255,True
degasperi,197.0,551,0.39720515775333193,0.47938160068583846,True
prodi,253127.0,433,0.3977630172221803,0.5494158906605255,True
dini,146080.0,811,0.39870194471650805,0.5438047711838553,True
meloni,520587.0,597,0.399318270893377,0.5394966071212911,True
forlani,35069.0,1093,0.4013857158920882,0.5285485636855317,True
degasperi,99.0,520,0.4021781360742035,0.47938160068583846,True
letta,432621.0,738,0.40270600007658613,0.6610842185581081,True
degasperi,441.0,573,0.40407128238472095,0.47938160068583846,True
d'alema,151246.0,884,0.4044797087785684,0.6541717992406154,True
amato,425596.0,22994,0.4054284523896209,0.6958575793325631,True
monti,390430.0,691,0.40778703571285285,0.6883838247262372,True
degasperi,367.0,410,0.4094696904800959,0.47938160068583846,True
amato,119099.0,3138,0.4104246621926653,0.6958575793325631,True
renzi,469812.0,602,0.4110115754764924,0.6171134762943974,True
berlusconi,284765.0,684,0.4110739343586635,0.5774101407240816,True
degasperi,333.0,776,0.41162888446305934,0.47938160068583846,True
d'alema,153482.0,13259,0.4153071515726863,0.6541717992406154,True
amato,130485.0,732,0.41631474495611887,0.6958575793325631,True
goria,25821.0,664,0.4177959656878005,0.4647971470165935,True
andreotti,32661.0,420,0.4198425305476287,0.5949400521546582,True
degasperi,80.0,875,0.4198508906377909,0.47938160068583846,True
degasperi,206.0,451,0.42009517757402154,0.47938160068583846,True
d'alema,230665.0,1038,0.421777664468347,0.6541717992406154,True
andreotti,25761.0,489,0.4232207776126382,0.5949400521546582,True
degasperi,72.0,783,0.423641231676001,0.47938160068583846,True
prodi,205645.0,820,0.42421386149809087,0.5494158906605255,True
andreotti,41556.0,687,0.42595974598342956,0.5949400521546582,True
berlusconi,193546.0,933,0.42683832740473454,0.5774101407240816,True
degasperi,446.0,1296,0.42723019727771205,0.47938160068583846,True
degasperi,425.0,724,0.42833111539196644,0.47938160068583846,True
berlusconi,129939.0,2215,0.4292164905694045,0.5774101407240816,True
letta,150625.0,821,0.430316968946393,0.6610842185581081,True
berlusconi,205448.0,782,0.4325389121955408,0.5774101407240816,True
degasperi,411.0,798,0.4326886112268326,0.47938160068583846,True
degasperi,462.0,582,0.4328928301228101,0.47938160068583846,True
prodi,99076.0,3172,0.4343272466287338,0.5494158906605255,True
andreotti,222504.0,943,0.4356577636786571,0.5949400521546582,True
degasperi,195.0,732,0.43769456110955585,0.47938160068583846,True
degasperi,373.0,943,0.4381258523642321,0.47938160068583846,True
prodi,264012.0,943,0.4393881571947806,0.5494158906605255,True
prodi,500339.0,1086,0.4394764162008371,0.5494158906605255,True
ciampi,104091.0,639,0.4396630586878629,0.5154356082000339,True
degasperi,189.0,688,0.4402321338409215,0.47938160068583846,True
amato,47433.0,1086,0.4404300850202601,0.6958575793325631,True
degasperi,399.0,740,0.4407529711952583,0.47938160068583846,True
prodi,74312.0,8152,0.44077013401973075,0.5494158906605255,True
letta,110197.0,11592,0.44165975619580083,0.6610842185581081,True
prodi,258782.0,964,0.44182006029286297,0.5494158906605255,True
meloni,598226.0,523,0.4423922859773811,0.5394966071212911,True
degasperi,252.0,772,0.4427609580911822,0.47938160068583846,True
d'alema,100650.0,16562,0.4429970764695085,0.6541717992406154,True
degasperi,371.0,594,0.44404589912135783,0.47938160068583846,True
dini,117534.0,796,0.44511684434426796,0.5438047711838553,True
degasperi,452.0,707,0.4454214092579462,0.47938160068583846,True
degasperi,433.0,919,0.44575270681825835,0.47938160068583846,True
amato,134281.0,440,0.4459993449944667,0.6958575793325631,True
letta,402289.0,620,0.44675307412422643,0.6610842185581081,True
meloni,262518.0,1753,0.44748964231283905,0.5394966071212911,True
renzi,446114.0,702,0.448697453411914,0.6171134762943974,True
andreotti,147924.0,815,0.44898225065169434,0.5949400521546582,True
letta,140351.0,2732,0.44933946839100974,0.6610842185581081,True
renzi,644851.0,1755,0.4502788947562206,0.6171134762943974,True
d'alema,131371.0,787,0.4520029372810907,0.6541717992406154,True
degasperi,98.0,756,0.45296896477148585,0.47938160068583846,True
prodi,205489.0,601,0.45322822143291586,0.5494158906605255,True
andreotti,37417.0,800,0.45341660598584715,0.5949400521546582,True
renzi,419732.0,1717,0.4534540890245337,0.6171134762943974,True
meloni,536904.0,650,0.45377143643791223,0.5394966071212911,True
degasperi,459.0,951,0.4548187276375192,0.47938160068583846,True
goria,24170.0,540,0.45734320996783884,0.4647971470165935,True
degasperi,215.0,1311,0.4578419446146171,0.47938160068583846,True
degasperi,409.0,935,0.4586684831001669,0.47938160068583846,True
dini,101007.0,1336,0.45883787104832346,0.5438047711838553,True
d'alema,127274.0,15779,0.4600138085220333,0.6541717992406154,True
degasperi,412.0,975,0.4605713800160547,0.47938160068583846,True
spadolini,44631.0,923,0.4622449754849288,0.5937424013789996,True
dini,113402.0,5774,0.46298469002322185,0.5438047711838553,True
degasperi,207.0,914,0.46366507929823947,0.47938160068583846,True
d'alema,101231.0,1425,0.4656376100847014,0.6541717992406154,True
berlusconi,97545.0,758,0.4659503154900189,0.5774101407240816,True
dini,242415.0,1352,0.46734684884757893,0.5438047711838553,True
prodi,100809.0,34079,0.468360514309187,0.5494158906605255,True
degasperi,294.0,880,0.47064017690733545,0.47938160068583846,True
prodi,228478.0,1175,0.471119509752867,0.5494158906605255,True
degasperi,254.0,2459,0.47137591617576446,0.47938160068583846,True
degasperi,142.0,1546,0.4723238009652128,0.47938160068583846,True
andreotti,28117.0,1105,0.47309598367187816,0.5949400521546582,True
d'alema,129606.0,7610,0.473099171210105,0.6541717992406154,True
degasperi,66.0,1339,0.47402096258804666,0.47938160068583846,True
dini,111482.0,1772,0.47613672478176533,0.5438047711838553,True
amato,117407.0,2225,0.47616861364108054,0.6958575793325631,True
d'alema,90612.0,754,0.476303328196289,0.6541717992406154,True
amato,108152.0,953,0.4764482021644856,0.6958575793325631,True
d'alema,231798.0,1251,0.4773962526783106,0.6541717992406154,True
berlusconi,141018.0,823,0.4778128442284284,0.5774101407240816,True
andreotti,75974.0,1179,0.47826974281555734,0.5949400521546582,True
degasperi,465.0,1216,0.4783964234009255,0.47938160068583846,True
andreotti,35803.0,671,0.47877693232066165,0.5949400521546582,True
degasperi,461.0,1202,0.4790345115929871,0.47938160068583846,True
prodi,257460.0,1037,0.4842831987961885,0.5494158906605255,True
dini,616090.0,2970,0.4886758094424265,0.5438047711838553,True
monti,110255.0,9840,0.4901255227756071,0.6883838247262372,True
meloni,,1338,0.4913369541416776,0.5394966071212911,True
dini,314276.0,879,0.49140617544252174,0.5438047711838553,True
d'alema,203971.0,1341,0.4921826574073301,0.6541717992406154,True
prodi,81783.0,1274,0.4922834734706013,0.5494158906605255,True
d'alema,55850.0,768,0.49369122054492665,0.6541717992406154,True
meloni,,994,0.49465273168774454,0.5394966071212911,True
dini,241411.0,1299,0.4948162634475757,0.5438047711838553,True
berlusconi,71778.0,757,0.49559060465161503,0.5774101407240816,True
andreotti,24250.0,1295,0.4958189497448337,0.5949400521546582,True
berlusconi,80353.0,950,0.49629298029750224,0.5774101407240816,True
prodi,95809.0,777,0.49683525486651586,0.5494158906605255,True
dini,245631.0,1710,0.49733417372711225,0.5438047711838553,True
d'alema,109971.0,935,0.4979305081146567,0.6541717992406154,True
prodi,231607.0,1258,0.4979402112727396,0.5494158906605255,True
meloni,723662.0,1213,0.49899857369463385,0.5394966071212911,True
prodi,220876.0,1112,0.5001380437501259,0.5494158906605255,True
forlani,368062.0,1210,0.5001771376133932,0.5285485636855317,True
amato,253687.0,1319,0.5018533984816134,0.6958575793325631,True
prodi,204940.0,1548,0.5047755394548853,0.5494158906605255,True
letta,158622.0,2136,0.5050661216986007,0.6610842185581081,True
meloni,,758,0.5064636948936967,0.5394966071212911,True
andreotti,106087.0,1708,0.5071539690714789,0.5949400521546582,True
meloni,470010.0,1360,0.5095186505372985,0.5394966071212911,True
d'alema,130538.0,17890,0.5096339354021245,0.6541717992406154,True
letta,122883.0,1608,0.5096712599545822,0.6610842185581081,True
berlusconi,261729.0,713,0.5100129548824442,0.5774101407240816,True
letta,379851.0,1253,0.5100907692024688,0.6610842185581081,True
meloni,,1278,0.5109500173343148,0.5394966071212911,True
ciampi,145661.0,1119,0.5113593353554423,0.5154356082000339,True
d'alema,106185.0,11291,0.5117017383424425,0.6541717992406154,True
berlusconi,101197.0,1402,0.5124283016601054,0.5774101407240816,True
prodi,217410.0,764,0.5127540262922508,0.5494158906605255,True
dini,100468.0,1207,0.5128660770890044,0.5438047711838553,True
dini,338579.0,1374,0.5134725841515569,0.5438047711838553,True
dini,198252.0,1970,0.5136437547970634,0.5438047711838553,True
d'alema,144252.0,824,0.5145553176852312,0.6541717992406154,True
meloni,470230.0,1746,0.5169266007703792,0.5394966071212911,True
prodi,88236.0,823,0.5172103187040271,0.5494158906605255,True
forlani,45170.0,16570,0.5175367279145352,0.5285485636855317,True
berlusconi,77932.0,1559,0.5181216568637858,0.5774101407240816,True
dini,95983.0,1746,0.5205596733080107,0.5438047711838553,True
d'alema,87931.0,709,0.5210154028971353,0.6541717992406154,True
amato,40511.0,4280,0.5212529315365314,0.6958575793325631,True
berlusconi,143051.0,3579,0.5216070089211579,0.5774101407240816,True
d'alema,157114.0,1554,0.5221768794915917,0.6541717992406154,True
prodi,205354.0,820,0.5233804504159345,0.5494158906605255,True
d'alema,493741.0,1030,0.5233867722802661,0.6541717992406154,True
andreotti,234882.0,943,0.5235934516715549,0.5949400521546582,True
d'alema,157924.0,1501,0.5240065475917338,0.6541717992406154,True
prodi,237516.0,1814,0.5248708875311175,0.5494158906605255,True
letta,138490.0,1864,0.5252726344038777,0.6610842185581081,True
prodi,130453.0,51312,0.5259130374124156,0.5494158906605255,True
amato,344765.0,3160,0.5262936049228005,0.6958575793325631,True
dini,129039.0,13514,0.5263567005260377,0.5438047711838553,True
meloni,,1904,0.526369420352241,0.5394966071212911,True
amato,106774.0,976,0.527017336983999,0.6958575793325631,True
de mita,14343.0,1670,0.5284895216973199,0.6566228235722846,True
dini,139521.0,1998,0.5286538676148879,0.5438047711838553,True
berlusconi,129586.0,3570,0.5297025257622595,0.5774101407240816,True
dini,222977.0,1313,0.5298442887432038,0.5438047711838553,True
renzi,305587.0,2161,0.5300678638297468,0.6171134762943974,True
dini,109261.0,1674,0.5302395154569439,0.5438047711838553,True
berlusconi,96191.0,9989,0.5327952603955536,0.5774101407240816,True
berlusconi,130239.0,2620,0.5328613025893576,0.5774101407240816,True
berlusconi,89334.0,763,0.5355631350169274,0.5774101407240816,True
letta,158830.0,1435,0.535842243773311,0.6610842185581081,True
d'alema,117274.0,19365,0.5364099969403269,0.6541717992406154,True
andreotti,218883.0,1261,0.5370060117966475,0.5949400521546582,True
d'alema,150639.0,2590,0.5375358650651804,0.6541717992406154,True
dini,137991.0,3624,0.5379193654703383,0.5438047711838553,True
prodi,146448.0,2972,0.5388310563235177,0.5494158906605255,True
andreotti,240521.0,2498,0.5390171447902836,0.5949400521546582,True
berlusconi,162099.0,901,0.5394903915619652,0.5774101407240816,True
prodi,159503.0,7625,0.5405420147230795,0.5494158906605255,True
prodi,208069.0,2103,0.5418586828405344,0.5494158906605255,True
d'alema,137146.0,1385,0.5421949679247687,0.6541717992406154,True
monti,209996.0,11420,0.5432745035157719,0.6883838247262372,True
prodi,250239.0,1473,0.5450271035779833,0.5494158906605255,True
letta,216047.0,4988,0.5460254715900807,0.6610842185581081,True
andreotti,89974.0,3645,0.5463363555536782,0.5949400521546582,True
renzi,433686.0,1581,0.5468689826568273,0.6171134762943974,True
renzi,475841.0,1225,0.5469619808841637,0.6171134762943974,True
prodi,261725.0,1174,0.5471159574956193,0.5494158906605255,True
prodi,217810.0,1342,0.5473442945827691,0.5494158906605255,True
prodi,213988.0,756,0.5489234788370689,0.5494158906605255,True
de mita,15813.0,845,0.5501814017226604,0.6566228235722846,True
berlusconi,340373.0,1194,0.5504551442219553,0.5774101407240816,True
d'alema,243149.0,3050,0.5506226394317649,0.6541717992406154,True
d'alema,485006.0,2169,0.5512605686783426,0.6541717992406154,True
spadolini,52432.0,1028,0.5530978137328316,0.5937424013789996,True
monti,353295.0,1585,0.5541154869833759,0.6883838247262372,True
andreotti,243802.0,1967,0.5558370743395702,0.5949400521546582,True
berlusconi,311219.0,3180,0.5601029270290564,0.5774101407240816,True
d'alema,87752.0,5601,0.5601991093456277,0.6541717992406154,True
amato,204170.0,1415,0.5603847739102185,0.6958575793325631,True
d'alema,222888.0,2341,0.5604587597898955,0.6541717992406154,True
monti,407690.0,1506,0.560671061730778,0.6883838247262372,True
amato,83216.0,9884,0.5610958936819718,0.6958575793325631,True
d'alema,237748.0,1351,0.5611147688182916,0.6541717992406154,True
berlusconi,80395.0,1458,0.5612648139465158,0.5774101407240816,True
fanfani,43018.0,1050,0.5613453912397343,0.57930082557577,True
berlusconi,261706.0,1174,0.5619441064068618,0.5774101407240816,True
andreotti,243311.0,1115,0.5628331658362733,0.5949400521546582,True
de mita,22403.0,1136,0.563365553855224,0.6566228235722846,True
d'alema,240332.0,2358,0.566654694774344,0.6541717992406154,True
d'alema,137035.0,1359,0.5669804940287476,0.6541717992406154,True
amato,204089.0,1421,0.5684465839515873,0.6958575793325631,True
spadolini,14093.0,2182,0.5688199596955343,0.5937424013789996,True
andreotti,107305.0,2273,0.5694272587226359,0.5949400521546582,True
andreotti,103794.0,1828,0.5695990595260676,0.5949400521546582,True
berlusconi,204874.0,1041,0.5700029196750271,0.5774101407240816,True
de mita,48270.0,4654,0.5702008690157644,0.6566228235722846,True
andreotti,102413.0,2440,0.5702645447580103,0.5949400521546582,True
letta,118109.0,834,0.5706593363689765,0.6610842185581081,True
amato,31644.0,6668,0.5716105655543726,0.6958575793325631,True
renzi,671887.0,1325,0.5719550778201719,0.6171134762943974,True
